Trevor Knight,35,473,852,55.5,5856,44,26,124.2
Brennan Armstrong,27,471,748,63,6419,50,22,151.2
George Godsey,23,471,733,64.3,5991,41,17,146.7
Zac Taylor,29,471,822,57.3,5853,45,20,130.3
Chevan Cordeiro,35,470,804,58.5,5844,42,21,131.5
Dwight Dasher,40,470,851,55.2,5643,40,38,117.5
Clint Trickett,32,470,758,62,5837,32,21,135.1
Spencer Sanders,30,469,759,61.8,6069,45,25,141.9
Connor Bazelak,23,468,695,67.3,4985,23,16,133.9
Jacob Eason,29,468,782,59.8,5590,39,16,132.3
Conner Manning,23,468,782,59.8,5858,30,21,130.1
Kevin Riley,35,468,844,55.5,6182,50,21,131.6
Joe Webb,37,468,792,59.1,5771,37,25,129.4
Nick Florence,27,466,754,61.8,6301,41,22,144.1
Hank Bachmeier,24,464,738,62.9,5887,33,14,140.8
Jason Driskel,33,462,756,61.1,5627,27,19,130.4
Jake Haener,21,462,694,66.6,5938,47,15,156.5
Sonny Cumbie,18,461,704,65.5,5116,33,19,136.6
Kevin Fant,36,461,866,53.2,5631,33,43,110.5
Anthony Morelli,33,460,821,56,5275,31,19,117.8
Dan Persa,32,460,633,72.7,5181,34,13,155
Brock Berlin,36,459,787,58.3,5752,45,25,132.2
Jaquez Johnson,32,459,810,56.7,5677,38,20,126.1
Khalil Tate,40,459,792,58,6318,57,31,140.9
Rod Rutherford,44,458,842,54.4,6724,60,30,137.9
Max Duggan,31,457,780,58.6,5704,39,19,131.6
Perry Patterson,38,456,862,52.9,5220,25,25,107.5
C.J. Beathard,40,454,782,58.1,5562,40,19,129.8
Aidan O'Connell,19,454,662,68.6,4917,30,14,141.7
Carter Stanley,33,454,759,59.8,5035,37,25,125
John O'Korn,36,453,810,55.9,5214,38,24,119.6
Kent Smith,26,453,785,57.7,5179,33,15,123.2
Jon Van Cleave,28,453,855,53,5267,24,30,107
Darron Thomas,31,449,733,61.3,5910,66,17,154.1
Matt Bohnet,21,448,785,57.1,4988,35,17,120.8
Kyle Padron,24,446,729,61.2,5902,41,21,142
Josh Fields,32,445,815,54.6,6090,55,25,133.5
Daryll Clark,37,444,738,60.2,5742,43,16,140.4
Dennis Dixon,38,444,695,63.9,5129,38,21,137.9
Jordan Webb,31,444,760,58.4,4513,28,28,113.1
Vince Young,37,444,718,61.8,6040,44,28,144.9
Fredi Knighten,39,442,737,60,5371,46,18,136.9
Frank Harris,26,440,662,66.5,4745,38,13,141.7
Nate Hybl,30,440,759,58,4916,40,23,123.7
Joe Southwick,36,439,633,69.4,4784,33,13,145.9
Mike Bercovici,27,438,724,60.5,5332,42,13,137.9
Ross Jenkins,33,438,743,59,5036,36,14,128.1
C.J. Brown,35,437,803,54.4,5372,33,23,118.4
Terry Wilson,31,437,692,63.2,4490,27,16,125.9
Greg McElroy,32,436,658,66.3,5691,39,10,155.4
Grant Wells,22,435,674,64.5,5451,33,19,143
Marcus Childers,35,434,744,58.3,4323,37,18,118.7
Casey Kelly,36,434,818,53.1,5686,36,29,118.9
Josh Padrick,23,434,754,57.6,4475,18,25,108.7
John Welsh,19,434,683,63.5,5386,40,22,142.7
Rasheed Marshall,42,433,795,54.5,5558,45,26,125.3
Brian St. Pierre,34,433,763,56.7,5542,47,30,130.2
Devin Leary,23,431,721,59.8,5295,47,12,139.7
Casey Pachall,31,431,685,62.9,5415,42,18,144.3
Jayden Daniels,27,430,688,62.5,5779,30,12,144
Tom Savage,31,430,757,56.8,5690,37,19,131.1
Michael Brewer,34,429,715,60,4835,36,22,127.3
Mark Farris,24,429,739,58.1,4896,18,18,116.9
Josh Haldi,35,427,776,55,6015,55,19,138.6
Denard Robinson,48,427,747,57.2,6250,49,39,138.6
Justin Holland,36,426,681,62.6,5668,36,32,140.5
Nick Fanuzzi,28,425,704,60.4,4402,29,19,121.1
Sam Keller,28,425,703,60.5,5440,40,21,138.3
Richard Lagow,23,425,733,58,5298,34,25,127.2
Kato Nelson,35,425,806,52.7,5419,35,17,119.3
Aaron Rodgers,25,424,665,63.8,5469,43,13,150.3
Bradlee Van Pelt,38,424,778,54.5,6165,37,30,129
Justin Willis,29,424,684,62,4991,51,24,140.9
Zac Champion,29,423,767,55.1,4725,27,28,111.2
Travis Cox,32,423,737,57.4,4722,29,24,117.7
Justin Fields,34,423,618,68.4,5701,67,9,178.8
Adam Hall,28,423,752,56.3,5173,24,21,119
Jordan La Secla,30,423,716,59.1,4863,27,28,120.8
Scott Hall,48,422,784,53.8,5975,50,26,132.3
DeShone Kizer,25,422,695,60.7,5805,47,19,147.7
Zak Kustok,22,422,732,57.7,4943,38,17,126.9
Caleb Herring,40,421,708,59.5,4388,38,14,125.3
Chris Masson,34,421,745,56.5,4757,24,20,115.4
Tony Pike,26,421,682,61.7,5018,49,20,141.4
Jake Waters,26,421,657,64.1,5970,40,16,155.6
Stan Hill,28,420,676,62.1,4711,38,26,131.5
Driphus Jackson,41,420,732,57.4,5912,48,16,142.5
Troy Smith,38,420,670,62.7,5720,54,13,157.1
Darell Garretson,30,418,711,58.8,4668,27,22,120.3
Bill Stull,30,418,681,61.4,5252,32,18,136.4
Corey Bramlet,28,417,707,59,5149,29,31,124.9
Sam Hollenbach,27,417,679,61.4,5139,28,26,130.9
Matt Jones,46,417,755,55.2,5857,53,30,135.6
Paul McCall,30,417,768,54.3,5189,34,19,120.7
Stefan Lefors,33,416,630,66,5853,38,13,159.8
Graham Wilbert,25,416,704,59.1,4314,25,22,116
Matt LoVecchio,37,415,756,54.9,4996,28,21,117.1
Matt Scott,34,415,676,61.4,4921,33,19,133
Dwayne Haskins,22,413,590,70,5396,54,9,174
Mac Jones,30,413,556,74.3,6126,56,7,197.6
Ryan Colburn,28,412,663,62.1,5334,42,20,144.6
Kaleb Eleby,23,412,648,63.6,5906,43,10,159
Jeff Kelly,22,412,703,58.6,4994,30,21,126.4
Brock Osweiler,24,412,680,60.6,5082,33,15,135
Cody Green,39,411,752,54.7,4588,29,22,112.8
Chris Jacquemain,25,411,718,57.2,4691,35,25,121.2
Jason Johnson,25,411,714,57.6,5697,35,26,133.5
Asher O'Hara,23,411,642,64,4690,32,17,136.5
Seneca Wallace,25,411,712,57.7,5289,26,27,124.6
James Kilian,36,410,758,54.1,4860,36,30,115.7
Robert Marve,35,410,674,60.8,4172,31,27,120
Tyler Russell,35,410,699,58.7,5441,42,23,137.3
Scott Tolzien,29,410,602,68.1,5271,32,18,153.2
Marques Hagans,49,408,655,62.3,4877,27,18,132.9
Mike Kafka,27,408,637,64.1,4265,19,20,123.9
Sean Schroeder,23,408,720,56.7,4838,39,26,123.8
Adam Dimichele,28,407,674,60.4,5024,40,28,134.3
Zach Mettenberger,27,407,659,61.8,5783,35,15,148.4
Philip Nelson,28,406,687,59.1,4800,33,22,127.2
Ross Metheny,29,405,687,59,4977,30,19,128.7
Chandler Whitmer,28,403,714,56.4,5082,25,30,119.4
Kaleb Barker,31,402,603,66.7,4793,41,12,151.9
Maxwell Smith,32,402,685,58.7,4599,34,11,128.3
Eric Soza,22,402,659,61,4804,32,14,134
Cameron Coffman,23,401,657,61,4702,33,22,131
Dan Ellington,24,401,647,62,4566,34,13,134.6
Quinn Kaehler,25,401,696,57.6,5164,28,21,127.2
Riley Nelson,39,401,699,57.4,4957,41,28,128.3
Kyle Parker,27,401,710,56.5,4739,32,23,120.9
Jevan Snead,31,401,727,55.2,5765,48,35,133.9
Tyler Vitt,29,401,660,60.8,4368,29,31,121.5
Drew Hare,30,400,651,61.4,4862,37,6,141.1
John Brantley,38,398,645,61.7,4750,30,18,133.3
Nathan Peterman,35,398,662,60.1,5236,47,17,144.9
Phil Horvath,27,397,630,63,4887,35,24,138.9
Jordan Jefferson,42,397,678,58.6,4733,34,20,127.8
Braxton Miller,50,396,667,59.4,5295,52,17,146.7
Buck Pierce,39,396,598,66.2,4925,30,12,147.9
Michael Rocco,30,396,657,60.3,4731,27,24,127
Austin Appleby,25,395,694,56.9,4224,29,26,114.3
Justin Holman,31,395,739,53.5,4911,34,31,116.1
Danny O'Brien,26,394,689,57.2,4609,32,19,123.2
Shaun Carney,46,393,635,61.9,5391,39,21,146.9
Thomas Sirk,35,393,679,57.9,4346,28,17,120.2
Joey Lynch,29,391,613,63.8,4292,37,12,138.6
Collin Hill,26,390,648,60.2,4734,29,17,131.1
Dylan Thompson,33,390,669,58.3,5391,40,16,140.9
JT Daniels,21,389,610,63.8,4840,32,16,142.5
Alex Smith,25,389,587,66.3,5203,47,8,164.4
Dustin Grutza,29,388,646,60.1,4476,29,25,125.3
Blake Szymanski,26,387,678,57.1,4166,27,30,113
Sean Glennon,37,386,656,58.8,4867,28,21,128.8
N'Kosi Perry,35,386,694,55.6,4927,42,16,130.6
Mitch Trubisky,31,386,572,67.5,4762,41,10,157.6
Kyle Vantrease,35,386,653,59.1,4757,25,13,129
David Ash,29,385,613,62.8,4728,31,18,138.4
Julian Edelman,31,385,706,54.5,4997,30,31,119.2
Bo Levi Mitchell,19,385,676,57,4590,36,33,121.8
Ty Storey,25,385,599,64.3,4154,25,17,130.6
Peyton Bender,26,384,685,56.1,4001,26,17,112.7
Ben Mauk,30,383,659,58.1,4643,35,19,129.1
Wilton Speight,28,383,645,59.4,4719,28,16,130.2
Austin Dantin,33,382,587,65.1,4159,31,19,135.5
Leon Jackson III,41,382,656,58.2,4221,21,18,117.4
Bailey Zappe,11,382,533,71.7,4640,48,9,171.1
Joe Ganz,22,381,585,65.1,5125,44,18,157.4
Joey Harrington,22,381,697,54.7,5109,43,18,131.4
Jordan Ta'amu,19,381,591,64.5,5600,30,12,156.8
Steven Wichman,23,381,720,52.9,4904,23,32,111.8
Jordan Wynn,22,381,632,60.3,4637,33,17,133.8
Kurt Kittner,21,380,671,56.6,4976,41,21,132.8
Karsten Sween,31,380,655,58,3663,21,32,105.8
Christian Chapman,39,379,633,59.9,5085,39,12,143.9
Scott McBrien,34,377,697,54.1,5924,37,19,137.5
Isaiah Green,23,376,666,56.5,4897,30,21,126.8
Austin Kendall,24,374,611,61.2,4292,30,19,130.2
Greg Zolman,22,373,712,52.4,4953,27,23,116.9
Matt Johns,26,372,628,59.2,4233,30,27,123
Joe Freedy,22,371,709,52.3,4137,24,33,103.2
Taulia Tagovailoa,18,371,554,67,4394,29,18,144.4
Daniel Evans,26,370,681,54.3,4004,19,29,104.4
Josh Jackson,26,370,661,56,4840,37,16,131.1
Collin Klein,41,370,604,61.3,4724,30,15,138.4
Hendon Hooker,32,367,555,66.1,5305,46,10,170.2
Nic Shimonek,18,367,553,66.4,4445,39,11,153.2
Josh Allen,27,365,649,56.2,5066,44,21,137.7
Kenny Potter,22,365,577,63.3,4257,31,17,137.1
Tavares Bolden,21,361,574,62.9,3928,26,9,132.2
Kevin Craft,28,361,645,56,3800,13,29,103.1
Spencer Rattler,23,361,515,70.1,4595,40,12,166
Cody Hodges,17,360,543,66.3,4308,33,13,148.2
Austin Allen,27,359,607,59.1,5045,36,21,141.6
Noah Vedral,30,359,587,61.2,3657,17,14,118.3
Kyle Allen,24,358,580,61.7,4283,37,18,138.6
R.J. Anderson,40,358,679,52.7,4698,21,23,114.3
James Knapke,29,357,632,56.5,4053,20,21,114.2
Greyson Lambert,31,356,604,58.9,3987,23,15,122
Ryan Agnew,33,355,603,58.9,4189,24,12,126.4
Zack Threadgill,20,355,589,60.3,4219,28,22,128.7
Cody Clements,23,354,600,59,4499,27,23,129.2
Michael Harrington,27,354,616,57.5,3567,20,22,109.7
Brendon Kay,29,354,541,65.4,4647,32,14,151.9
Michael Desormeaux,39,352,615,57.2,3893,23,26,114.3
Blake Decker,22,351,610,57.5,4594,27,26,126.9
Boo Jackson,27,351,581,60.4,4446,38,29,136.3
Gunnar Watson,22,351,525,66.9,3601,24,9,136.1
Malik Willis,33,351,548,64.1,4640,44,17,155.5
Chris Lewis,30,350,713,49.1,4346,33,31,106.9
Kyler Murray,29,350,519,67.4,5406,50,14,181.3
Alex Gillett,44,349,660,52.9,4453,35,34,116.8
James MacPherson,32,349,639,54.6,4716,16,21,118.3
Jonathan Crompton,31,348,629,55.3,4187,36,22,123.1
Maty Mauk,28,346,657,52.7,4373,42,19,123.9
Jett Duffey,18,345,523,66,4077,26,11,143.6
Seth Russell,31,345,606,56.9,5461,60,18,159.4
Lon Sheriff,25,344,652,52.8,4408,16,24,110.3
Kevin Prince,29,343,630,54.4,4277,23,21,116.9
Joe Craddock,26,342,546,62.6,4011,27,13,135.9
Michael Penix,20,342,576,59.4,4197,29,15,132
J.J. McDermott,25,341,570,59.8,4130,19,22,124
Jeff Welsh,19,341,567,60.1,4239,30,16,134.8
Jonathan Perry,30,340,596,57,4454,26,15,129.2
Ryan Katz,26,339,570,59.5,4085,32,16,132.6
Mike Glass III,20,338,518,65.3,4193,33,12,149.6
Ikaika Woolsey,35,338,684,49.4,4233,24,28,104.8
Tommy Devito,26,337,572,58.9,3866,28,12,127.6
Malik Rosier,30,337,632,53.3,4543,34,25,123.5
Chas Dodd,29,336,602,55.8,4079,24,20,119.2
Cory Paus,25,336,604,55.6,5394,34,23,141.6
Marshall Lobbestael,28,335,602,55.6,3871,26,20,117.3
Aso Pogi,27,335,583,57.5,3673,18,22,113
Stephen Johnson,25,334,581,57.5,4342,23,12,129.2
Jonathan Smith,22,334,631,52.9,4895,31,17,128.9
Rocky Lombardi,28,332,627,53,4216,24,21,115.4
Andrew Manley,20,332,614,54.1,4260,25,20,119.3
Tanner Mordecai,23,332,478,69.5,3969,42,11,163.6
Cory Randolph,36,331,572,57.9,3899,16,20,117.4
Jeff Ballard,23,330,540,61.1,4204,27,12,138.6
Case McCoy,33,329,550,59.8,3689,24,20,123.3
Garrett Smith,22,329,573,57.4,3857,31,21,124.5
Justin Worley,22,329,558,59,3556,23,21,118.6
Brett Gabbert,24,328,568,57.7,4808,35,12,145
David Garrard,22,328,602,54.5,4579,32,20,129.3
Nick Noce,26,328,628,52.2,4343,25,33,112.9
Brady McBride,21,327,540,60.6,3520,29,18,126.4
Montell Cozart,38,326,584,55.8,3509,24,20,113
Craig Krenzel,30,326,574,56.8,4473,28,20,131.4
Brandon Peters,32,326,611,53.4,3921,31,14,119.4
Dalton Williams,12,326,522,62.5,3387,25,16,126.6
Josh Blankenship,21,324,609,53.2,3857,14,17,108.4
Max Bortenschlager,29,324,632,51.3,4510,31,16,122.3
Elliot Jacobs,34,324,633,51.2,3874,22,27,105.5
Randall Secky,29,324,684,47.4,3154,13,22,85.9
Brooks Bollinger,33,323,614,52.6,4378,28,15,122.7
Ryan Hilinski,21,323,565,57.2,3246,14,8,110.8
Tyrrell Pigrome,45,323,565,57.2,3392,18,12,113.9
Jason Thomas,32,323,669,48.3,4997,30,28,117.5
Jake Coker,29,322,493,65.3,3808,26,9,143.9
Jeff Godfrey,52,321,474,67.7,4095,20,14,148.3
Aaron Karas,23,321,543,59.1,3799,21,25,121.4
Taylor Tharp,25,321,473,67.9,3699,32,14,150
Nick Marshall,26,320,532,60.2,4508,34,13,147.5
Jack Plummer,16,318,491,64.8,3403,26,10,136.4
Clint Chelf,28,317,537,59,4277,37,15,143.1
Anthony Jennings,35,317,579,54.7,3970,23,21,118.2
Jarrett Lee,38,317,565,56.1,3949,32,21,126.1
David Neill,20,317,609,52.1,4252,24,17,118.1
Tyler Stewart,27,317,537,59,3550,27,12,126.7
D. Bryant,21,316,642,49.2,3902,16,27,100.1
A.J. Erdely,27,316,537,58.8,3870,23,11,129.4
Wes Counts,22,315,477,66,3863,25,10,147.2
Michael Pratt,20,315,549,57.4,4049,40,14,138.3
Perry Hills,28,314,556,56.5,3887,29,24,123.8
Brian Jones,18,314,456,68.9,3639,26,12,149.4
Grayson McCall,22,314,440,71.4,4895,49,5,199.3
Hunter Cantwell,27,313,534,58.6,3912,26,23,127.6
Mark Sanchez,22,313,487,64.3,3965,41,16,153.9
Marcus Arroyo,25,312,605,51.6,4308,27,26,117.5
Brandon Doman,18,312,500,62.4,4324,35,12,153.3
Tyler Johnston III,39,312,536,58.2,4838,37,28,146.4
Chad Munson,20,312,575,54.3,4283,32,30,124.8
Dan Nicholson,26,312,527,59.2,3559,23,25,120.8
Ken Seals,16,312,511,61.1,3101,17,18,116
Riley Dodge,24,311,481,64.7,3187,20,20,125.7
Ryan Metz,32,311,540,57.6,3503,26,22,119.8
Jeff Van Camp,28,311,543,57.3,3905,29,16,129.4
Woodrow Dantzler,22,310,523,59.3,4051,27,17,134.9
Matt Mauck,23,310,529,58.6,3831,37,18,135.7
Larry Smith,31,310,631,49.1,3223,16,19,94.4
Steven Threet,21,310,536,57.8,3639,27,23,122.9
Bill Whittemore,19,310,568,54.6,4051,29,12,127.1
Dallas Davis,25,309,546,56.6,4169,20,20,125.5
Patrick Nicely,28,307,616,49.8,3357,18,21,98.4
Ell Roberson,40,307,628,48.9,5099,37,26,128.3
Jamie Newman,19,306,506,60.5,3959,35,16,142.7
Phil Petty,22,306,547,55.9,3809,17,15,119.2
Chris Todd,24,306,513,59.6,3732,28,12,134.1
Austen Everson,38,305,608,50.2,3586,18,25,101.3
Kyle Israel,26,305,517,59,3830,22,17,128.7
Steele Jantz,19,305,528,57.8,3122,23,23,113.1
Matt Kegel,36,305,567,53.8,3982,24,18,120.4
Paul Peterson,22,305,502,60.8,3722,28,17,134.7
Chazz Anderson,21,304,532,57.1,3213,14,13,111.7
Artur Sitkowski,23,304,571,53.2,2729,14,22,93.8
A.J. Suggs,22,304,526,57.8,3207,19,20,113.3
Jeremy Young,30,304,560,54.3,3508,23,16,114.7
Taylor Cornelius,21,303,509,59.5,4198,32,13,144.4
Dayne Crist,27,302,554,54.5,3640,20,18,115.1
Jay Davis,24,301,522,57.7,3548,19,24,117.6
Blake LaRussa,24,301,484,62.2,3575,22,15,133
Shai Werts,49,301,528,57,3778,34,12,133.8
Gavin Hardison,20,300,558,53.8,4516,21,16,128.4
Bryan Ellis,16,299,542,55.2,3697,27,17,122.6
Blaine Gautier,34,299,511,58.5,4073,31,12,140.8
David Johnson,30,299,463,64.6,4531,48,19,172.8
Jordan Rodgers,25,299,535,55.9,4063,24,15,128.9
Elijah Sindelar,22,299,517,57.8,3525,29,16,127.4
J.W. Walsh,33,299,474,63.1,3917,36,10,153.3
Austin Brown,20,298,533,55.9,3872,24,15,126.2
Zach Frazer,23,298,562,53,3422,17,21,106.7
Chris Finlen,22,297,562,52.8,3893,25,18,119.3
T.C. Ostrander,29,297,579,51.3,3783,15,11,110.9
Jameill Showers,30,297,523,56.8,3480,25,11,124.2
Walter Washington,23,297,539,55.1,3472,18,12,115.8
Adam Barmann,21,296,527,56.2,3020,19,21,108.2
Shane Morris,24,296,538,55,3671,27,22,120.7
Eli Peters,20,296,499,59.3,3771,33,12,139.8
Nick Rolovich,14,296,541,54.7,4176,40,13,139.1
David Washington,35,296,501,59.1,3991,39,8,148.5
Matt Faulkner,20,295,461,64,3355,14,14,129.1
Andrico Hines,22,295,496,59.5,3495,13,10,123.3
Adam Kennedy,22,295,426,69.2,3335,22,10,147.4
Joey Elliott,22,294,482,61,3326,24,15,129.2
Matt Kubik,22,294,554,53.1,4020,28,17,124.6
Lance Rice,21,294,541,54.3,3469,26,18,117.4
Quinten Dormady,24,292,475,61.5,3602,21,15,133.4
Brandon Kirsch,25,292,489,59.7,3532,23,16,129.4
Jordan McCloud,23,292,490,59.6,3251,23,15,124.7
Derrius Vick,34,292,483,60.5,3489,23,12,131.9
Max Johnson,17,291,485,60,3577,32,7,140.8
Lyle Moevao,21,291,509,57.2,3410,21,19,119.6
Theo Scott,26,291,497,58.6,3359,26,16,126.1
Jon Drach,24,290,518,56,3379,23,17,118.9
Tim Jefferson,46,290,515,56.3,4599,34,18,146.1
Quinton Porter,24,290,484,59.9,3204,23,14,125.4
Troy Williams,23,290,536,54.1,3745,17,14,118
Taylor Heinicke,12,289,457,63.2,3476,30,16,141.8
Pat Julmiste,37,289,591,48.9,3642,17,23,102.4
Mike Schneider,29,288,548,52.6,3098,12,19,100.3
Davis Mills,14,287,438,65.5,3468,18,8,141.9
Dylan Morris,15,287,473,60.7,3355,18,15,126.5
Jim Sorgi,32,287,517,55.5,4475,33,20,141.5
Drew Brees,11,286,473,60.5,3393,24,12,132.4
Joe Gray,25,286,439,65.1,3167,17,13,132.6
B.R. Holbrook,32,285,501,56.9,2926,9,16,105.5
Nathan Elliott,18,284,480,59.2,3149,21,14,122.9
Chris Nickson,36,284,540,52.6,3406,29,21,115.5
Tyson Lee,23,283,481,58.8,2963,11,19,110.2
Caleb Terbush,22,283,476,59.5,3077,25,14,125.2
Tyler Gooch,20,282,508,55.5,2925,22,15,112.3
Hutson Mason,23,282,434,65,3492,29,7,151.4
Kurt Nantkes,32,282,560,50.4,3317,25,23,106.6
Hasaan Klugh,30,281,546,51.5,3242,22,18,108
Brian Reader,26,281,506,55.5,3343,21,19,117.2
Tyrone Swoopes,39,281,499,56.3,3038,17,13,113.5
Tyler Van Tubbergen,28,281,493,57,3199,26,23,119.6
Josh Heupel,12,280,433,64.7,3392,20,14,139.2
Jack Milas,19,280,521,53.7,2814,13,18,100.4
Matt Davis,23,279,517,54,3269,21,13,115.5
Kole McKamey,29,279,505,55.2,3359,21,22,116.1
Ben Bryant,22,278,410,67.8,3253,16,9,142.9
Andrew Maxwell,25,278,530,52.5,3014,14,9,105.5
Taylor Bennett,29,277,589,47,3677,15,17,102.1
Mike Kokal,25,277,479,57.8,3158,15,18,116
Cole Stoudt,32,277,421,65.8,2634,17,11,126.5
Desmond Trotter,22,277,449,61.7,3333,24,9,137.7
David Watford,26,277,505,54.9,2593,11,19,97.6
Bryce Young,18,277,390,71,3740,39,3,183
Todd Centeio,37,276,463,59.6,3593,23,10,136.9
Tyler Lorenzen,22,276,510,54.1,3236,16,14,112.3
Spencer Petras,20,276,479,57.6,3024,18,11,118.5
Brett Ratliff,17,276,468,59,3438,31,11,137.8
Nick Sherry,18,276,530,52.1,2959,19,24,101.7
Blake Sims,34,275,430,64,3731,30,10,155.2
Joe Dailey,29,274,520,52.7,3458,26,32,112.7
Matt Berry,21,273,449,60.8,2994,15,24,117.1
Troy Edwards,20,273,498,54.8,3163,23,22,114.6
Matt McDonald,18,273,487,56.1,3130,14,13,114.2
Patrick O'Brien,20,273,451,60.5,3587,16,10,134.6
Jayden De Laura,14,271,438,61.9,3398,28,13,142.2
Carson Coffman,26,270,426,63.4,3224,17,13,134
Phillip Ely,16,270,475,56.8,3548,28,11,134.4
Shaun Hill,17,270,455,59.3,3158,19,13,125.7
David Pindell,19,270,473,57.1,2899,23,19,116.6
Chris Smelley,21,270,479,56.4,3210,23,22,119.3
Omarr Conner,36,269,508,53,3070,17,15,108.9
Andy Sahm,27,269,489,55,3022,23,19,114.7
Isaiah Stanback,32,269,523,51.4,3868,22,12,122.9
Blake Barnett,20,268,451,59.4,3398,18,14,129.7
Jarrett Brown,32,268,421,63.7,2983,16,13,129.5
Jerod Evans,14,268,422,63.5,3552,29,8,153.1
Chris Laviano,24,268,480,55.8,3102,21,15,118.3
Jonah Johnson,12,267,466,57.3,2640,9,11,106.5
Troy Nunes,27,267,457,58.4,3437,21,27,124.9
Chris Relf,36,267,460,58,3297,28,18,130.5
Bailey Hockman,20,266,429,62,3097,18,17,128.6
Phil Jurkovec,23,266,439,60.6,3675,25,7,146.5
Chris Weinke,12,266,431,61.7,4167,33,11,163.1
Craig Ochs,17,265,453,58.5,3325,16,15,125.2
Dondrial Pinkins,33,265,504,52.6,3459,18,18,114.9
Jake Medlock,25,264,478,55.2,3425,18,9,124.1
Graham Mertz,20,264,434,60.8,2961,18,14,125.4
Will Levis,25,263,409,64.3,3088,26,14,141.9
Justin McMillan,24,263,469,56.1,3767,27,14,136.6
Damian Williams,29,262,450,58.2,2767,17,11,117.5
Jason Fife,27,260,496,52.4,3702,30,14,129.4
Blake Kemp,11,260,375,69.3,2653,16,10,137.5
Daniel Meager,27,260,470,55.3,2558,12,22,100.1
Cody Sokol,14,260,448,58,3436,30,13,138.8
Brian Burrell,19,259,444,58.3,2671,22,18,117.1
Matt Christian,17,259,514,50.4,3530,23,10,119
Brandon Hassell,20,259,457,56.7,3763,20,11,135.5
Justin Thomas,48,259,532,48.7,4748,40,18,141.7
B.J. Denker,18,258,418,61.7,2775,19,8,128.7
Munchie Legaux,26,258,477,54.1,3421,23,17,123.1
Blake Powers,22,258,468,55.1,2789,23,23,111.6
Mackenzi Adams,31,257,493,52.1,2779,16,18,102.9
Jake Christensen,24,257,468,54.9,2950,21,9,118.8
Henry Colombi,24,257,383,67.1,2816,15,10,136.6
Matt Dlugolecki,16,256,431,59.4,2597,10,16,110.2
Nick Lamaison,19,256,476,53.8,3404,24,19,122.5
Cyler Miles,20,256,390,65.6,2815,21,6,141
D.J. Uiagalelei,20,256,440,58.2,2874,14,8,119.9
Rohan Davey,16,255,426,59.9,3924,25,11,151.4
Todd Boeckman,25,254,401,63.3,3078,31,16,145.3
Tavita Pritchard,26,254,471,53.9,2865,15,24,105.3
Billy Farris,19,253,418,60.5,3173,20,14,133.4
Tye Gunn,22,253,460,55,3131,19,12,120.6
Jeff Sims,17,253,444,57,3347,25,20,129.9
Greg Alexander,13,252,395,63.8,3328,23,9,149.2
Jason McKinley,11,251,428,58.6,2696,14,13,116.3
Antwaan Randle El,22,251,508,49.4,3447,19,19,111.3
Woody Barrett,20,250,431,58,2553,14,9,114.3
Quentin Harris,35,250,438,57.1,2588,24,12,119.3
Terrel Hunt,19,250,420,59.5,2615,11,13,114.3
Shane Boyd,35,248,479,51.8,2484,13,17,97.2
Austin Grammer,31,248,393,63.1,2792,19,15,131.1
Emory Jones,35,248,371,66.8,3012,25,11,151.3
Michael Robinson,45,248,505,49.1,3531,23,21,114.6
Steve Bellisari,20,247,470,52.6,3761,21,18,126.9
Andrew Hendrix,26,247,516,47.9,3640,24,11,118.2
Kevin Moore,28,247,454,54.4,2925,12,17,109.8
C.J. Stroud,11,246,346,71.1,3468,36,5,186.7
Matt Flynn,29,245,437,56.1,3096,31,13,133
Richard Kovalcheck,21,245,453,54.1,2764,18,19,110.1
Paul Thompson,35,245,408,60,3084,26,14,137.7
Chason Virgil,17,245,461,53.1,2843,19,15,112
Tyler Benz,23,244,431,56.6,3019,24,18,125.5
Jorge Reyna,18,244,377,64.7,2765,16,11,134.5
Shane Steichen,22,244,465,52.5,2755,22,20,109.3
Adam Froman,16,243,403,60.3,2987,17,9,132
Brad Lewis,21,243,460,52.8,2840,15,16,108.5
Tyler Murphy,20,243,415,58.6,2839,19,15,123.9
Andre Nunez,18,243,386,63,3055,24,14,142.7
Carson Williams,27,243,460,52.8,2738,17,27,103.3
Brett Hodges,19,242,398,60.8,2842,18,16,127.7
Keenan Reynolds,49,242,462,52.4,4001,31,8,143.8
Tim Brasic,17,241,404,59.7,2325,11,16,109.1
Will Hudgens,31,240,430,55.8,2681,18,9,117.8
Dustin Long,23,240,437,54.9,3218,23,22,124.1
D.J. Shockley,38,240,443,54.2,3555,34,9,142.8
Carlyle Holiday,41,239,477,50.1,2876,14,16,103.7
Reilly O'Toole,30,239,376,63.6,2319,18,17,122.1
Walter Church,11,238,399,59.6,2326,11,8,113.7
Michael Machen,15,238,445,53.5,2504,12,25,98.4
Casey Printers,21,238,428,55.6,3408,29,14,138.3
Tyler Watts,26,237,409,57.9,3042,18,8,131
Tyler Donovan,22,235,397,59.2,3227,22,12,139.7
Arkelon Hall,16,235,417,56.4,2607,12,12,112.6
Payton Thorne,15,235,394,59.6,3200,25,11,143.2
Jeff Krohn,19,234,457,51.2,3619,31,12,134.9
Andrew McDonald,13,234,353,66.3,2500,15,11,133.6
Braxton Burmeister,28,233,413,56.4,2879,17,11,123.2
Nick Eddy,16,233,447,52.1,3077,22,26,114.6
